id;name_old_verbatim;name_old_clean;name_new;geo_long;geo_lat
324;Des Fourneaux;Rue Des Fourneaux;rue Falguière;2.31251;48.84
325;Des Fourreurs;Rue Des Fourreurs;rue des Halles;2.34672;48.8598
326;Des Francs Bourgeois Au Marais;Rue Des Francs-bourgeois-au-marais;rue des Francs-Bourgeois;2.3622166666667;48.8571
327;Des Frondeurs;Rue Des Frondeurs;avenue de l'Opéra;2.3338194444444;48.86715
328;Des Grands Augustins;Rue Des Grands-augustins;rue des Grands-Augustins;2.33944444;48.855
329;Des Gravilliers;Rue Des Gravilliers;rue des Gravilliers;2.35667;48.8638
330;Neuve Des Petits Champs;Rue Neuve-des-petits-champs;rue des Petits-Champs;2.33635;48.8669
331;Des Grès;Rue Des Grès;rue Cujas;2.34318;48.8475
332;Des Jeûneurs;Rue Des Jeûneurs;rue des Jeûneurs;2.345;48.869444444444
333;Des Juifs;Rue Des Juifs;rue Ferdinand-Duval;2.35956;48.8566
334;Des Lions Saint Paul;Rue Des Lions-saint-paul;rue des Lions-Saint-Paul;2.36226;48.8524
335;Des Lombards;Rue Des Lombards;rue des Lombards;2.3491666666667;48.859305555556
336;Des Lyonnais;Rue Des Lyonnais;rue des Lyonnais;2.34673;48.8383
337;Des Marais Du Temple;Rue Des Marais-du-temple;rue Albert-Thomas;2.36254;48.87
338;Des Marais Saint Germain;Rue Des Marais-saint-germain;rue Visconti;2.33556;48.8558
339;Des Marais Saint Martin;Rue Des Marais-saint-martin;rue Albert-Thomas;2.36254;48.87
340;Des Martyrs;Rue Des Martyrs;Rue des Martyrs;2.33972;48.88209
341;Ménars;Rue Ménars;rue Ménars;2.3384;48.8694
342;Bréda;Rue Bréda;rue Henry-Monnier;2.33739;48.8801
343;Des Moulins;Rue Des Moulins;rue des Moulins;2.33507;48.8668
344;Des Noyers;Rue Des Noyers;boulevard Saint-Germain;2.336306;48.852972
345;Des Orties Saint Honoré;Rue Des Orties-saint-honoré;;;
346;Des Petites Ecuries;Rue Des Petites-ecuries;rue des Petites-écuries;2.35115;48.8737
347;Montmartre;Boulevard Montmartre;boulevard Montmartre;2.341389;48.871667
348;Des Petits Carreaux;Rue Des Petits-carreaux;rue des Petits-Carreaux;2.34722;48.8667
349;Des Petits Pères;Rue Des Petits-pères;rue des Petits-Pères;2.34048;48.8662
350;Des Poulies;Rue Des Poulies;rue du Louvre;2.34245;48.8641
351;Saint Georges;Rue Saint-georges;rue Saint-Georges;2.3371;48.8763
352;Des Prêtres Saint Germain L'auxerrois;Rue Des Prêtres-saint-germain-l'auxerrois;rue des Prêtres-Saint-Germain-l'Auxerrois;2.34123;48.8593
353;Des Prouvaires;Rue Des Prouvaires;rue des Prouvaires;2.34419;48.8616
354;Des Pyramides;Rue Des Pyramides;rue des Pyramides;2.33307;48.8651
355;Des Quatre Fils;Rue Des Quatre-fils;rue des Quatre-Fils;2.35917;48.8607
356;Des Quatre Vents;Rue Des Quatre-vents;rue des Quatre-Vents;2.33773;48.8517
357;Des Récollets;Rue Des Récollets;rue des Récollets;2.36109;48.8746
358;Des Rosiers;Rue Des Rosiers;rue des Rosiers;2.35958219;48.8570917
359;Des Saints Pères;Rue Des Saints-pères;rue des Saints-Pères;2.33089;48.8553
360;Des Panoramas;Passage Des Panoramas;passage des Panoramas;2.3416666666667;48.871111111111
361;Gaillon;Rue Gaillon;rue Gaillon;2.33411;48.8684
362;Des Saussaies;Rue Des Saussaies;rue des Saussaies;2.3175;48.87125
363;Des Terres Fortes;Rue Des Terres-fortes;rue Lacuée;2.3699;48.8495
364;Des Tournelles;Rue Des Tournelles;rue des Tournelles;2.36725;48.8563
365;Des Trois Bornes;Rue Des Trois-bornes;rue des Trois-Bornes;2.37413;48.8671
366;Des Trois Pavillons;Rue Des Trois-pavillons;rue Elzévir;2.36156;48.8584
367;Des Vieilles Etuves Saint Honoré;Rue Des Vieilles-etuves-saint-honoré;rue Sauval;2.3425;48.8619
368;Des Vieilles Etuves Saint Martin;Rue Des Vieilles-etuves-saint-martin;place Georges-Pompidou;2.35166;48.8607
369;Des Vieilles Haudriettes;Rue Des Vieilles-haudriettes;rue des Haudriettes;2.35754;48.8616
370;Des Vieux Augustins;Rue Des Vieux-augustins;rue d'Argout;2.34289;48.8656
371;Saint Roch;Rue Saint-roch;rue Saint-Roch;2.33268;48.866
372;Cité Bergère;Cité Bergère;rue Bergère;2.34519;48.8724
373;Taitbout;Rue Taitbout;rue Taitbout;2.33523;48.8749
374;Des Vinaigriers;Rue Des Vinaigriers;rue des Vinaigriers;2.36083333;48.87316667
375;Des Vosges;Rue Des Vosges;rue de Birague;2.36504;48.8544
378;Du Bac;Rue Du Bac;rue du Bac;2.3263888888889;48.856388888889
379;Du Bouloi;Rue Du Bouloi;rue du Bouloi;2.3413;48.8638
380;Du Bourg L' Abbé;Rue Du Bourg L' Abbé;boulevard de Sébastopol;2.35138889;48.86444444
382;Du Buisson Saint Louis;Rue Du Buisson-saint-louis;rue du Buisson-Saint-Louis;2.37407;48.8727
383;Du Caire;Rue Du Caire;rue du Caire;2.35029;48.8677
384;Du Château D' Eau;Rue Du Château-d' Eau;rue du Château-d'Eau;2.35969;48.8704
386;Du Château Landon;Rue Du Château-landon;rue du Château-Landon;2.36358;48.8828
387;Du Chaume;Rue Du Chaume;rue des Archives;2.3578;48.860865
388;Du Cherche Midi;Rue Du Cherche-midi;rue du Cherche-Midi;2.32358;48.8479
389;Du Chevalier Du Guet;Rue Du Chevalier-du-guet;rue Jean-Lantier;2.34657;48.8585
390;Du Cirque;Rue Du Cirque;rue du Cirque;2.31542;48.8711
391;Du Cloître Saint Jacques;Rue Du Cloître-saint-jacques;rue Pierre-Lescot;2.34889;48.8633
392;Pigalle;Rue Pigalle;rue Jean-Baptiste-Pigalle;2.33754;48.8784
393;Du Cloître Saint Jacques L'hôpital;Rue Du Cloître-saint-jacques-l'hôpital;rue Pierre-Lescot;2.34889;48.8633
394;Du Cloître Saint Merri;Rue Du Cloître-saint-merri;rue du Cloître-Saint-Merri;2.35128;48.8591
395;Du Coq De La Verrerie;Rue Du Coq-de-la-verrerie;;;
396;Du Coq Héron;Rue Du Coq-héron;rue Coq-Héron;2.34201;48.8642
397;Du Coq Saint Honoré;Rue Du Coq-saint-honoré;rue de Marengo;2.3393;48.8618
398;Du Coq Saint Jean;Rue Du Coq-saint-jean;;;
399;Du Croissant;Rue Du Croissant;rue du Croissant;2.3442;48.8689
400;Du Cygne;Rue Du Cygne;rue du Cygne;2.34934;48.8632
401;Du Dauphin;Rue Du Dauphin;rue Dauphine;2.3394444444444;48.855
402;Du Dauphin;Rue Du Dauphin;rue Saint-Roch;2.33268;48.866
403;Du Dragon;Rue Du Dragon;rue du Dragon;2.33098;48.8534
405;Du Faubourg Poissonnière;Rue De Faubourg Poissonière;rue du Faubourg-Poissonnière;2.34852;48.8763
407;Notre Dame Des Victoires;Rue Notre-dame-des-victoires;rue Notre-Dame-des-Victoires;2.34175;48.8681
410;Du Faubourg Saint Antoine;Rue Du Faubourg Saint-antoine;passage de la Bonne-Graine;2.377;48.8519
411;Du Faubourg Saint Denis;Rue Du Faubourg-saint-denis;rue du Faubourg-Saint-Denis;2.3544444444444;48.873055555556
412;Du Faubourg Du Temple;Rue Du Faubourg-du-temple;rue du Faubourg-du-Temple;2.37061;48.8698
413;Du Faubourg Montmartre;Rue Du Faubourg-montmartre;rue du Faubourg-Montmartre;2.34263;48.8737
414;Lamartine;Rue Lamartine;rue Lamartine;2.34083;48.8766
415;Du Faubourg Poissonnière;Rue Du Faubourg Poissonnière;rue du Faubourg-Poissonnière;2.34852;48.8763
417;Du Faubourg Saint Denis;Rue Du Faubourg-saint-denis;rue Jarry;2.356028;48.873985
418;Du Faubourg Saint Martin;Rue Du Faubourg-saint-martin;rue du Faubourg-Saint-Martin;2.36094;48.8767
419;Choiseul;Passage Choiseul;passage Choiseul;2.33575344;48.86901986
420;Du Fer À Moulin;Rue Du Fer-à-moulin;rue du Fer-à-Moulin;2.35381;48.839
421;Du Foin Au Marais;Rue Du Foin-au-marais;rue du Foin;2.36519;48.8569
422;Du Four Saint Germain;Rue Du Four-saint-germain;rue du Four;2.3327;48.8526
423;Du Grand Chantier;Rue Du Grand-chantier;rue des Archives;2.3578;48.860865
424;Du Grand Hurleur;Rue Du Grand-hurleur;;;
425;Du Grenier Saint Lazare;Rue Du Grenier-saint-lazare;rue du Grenier-Saint-Lazare;2.35355;48.8628
426;Du Hanovre;Rue Du Hanovre;rue de Hanovre;2.33526;48.8702
427;Du Harlay Au Marais;Rue Du Harlay-au-marais;rue des Arquebusiers;2.3666;48.8598
428;Du Hasard;Rue Du Hasard;rue Thérèse;2.33581;48.8661
429;Du Havre;Rue Du Havre;rue du Havre;2.32681;48.8747
430;Du Jour;Rue Du Jour;rue du Jour;2.34472;48.8637
431;Du Mail;Rue Du Mail;rue du Mail;2.34272;48.8669
432;Du Marché D' Aguesseau;Rue Du Marché D' Aguesseau;rue Montalivet;2.31858;48.871
433;Du Marché Aux Poirées;Rue Du Marché-aux-poirées;;;
434;Du Marché Neuf;Rue Du Marché-neuf;;;
435;Du Marché Saint Honoré;Rue Du Marché-saint-honoré;rue du Marché saint honoré;2.33121;48.8661
436;Du Mont Thabor;Rue Du Mont-thabor;rue du Mont-Thabor;2.32833;48.8658
437;Du Pas De La Mule;Rue Du Pas-de-la-mule;rue du Pas-de-la-Mule;2.36753;48.8559
438;Rossini;Rue Rossini;rue Rossini;2.33919;48.8731
439;Du Perche;Rue Du Perche;rue du Perche;2.36117;48.8609
440;Du Petit Hurleur;Rue Du Petit-hurleur;;;
441;Du Petit Lion;Rue Du Petit-lion;rue Tiquetonne;2.34966;48.8644
442;Du Petit Pont;Rue Du Petit-pont;rue du Petit-Pont;2.3466;48.8527
443;Du Ponceau;Rue Du Ponceau;rue du Ponceau;2.35179;48.8668
444;Du Regard;Rue Du Regard;rue du Regard;2.32678;48.8484
445;Du Renard Saint Sauveur;Rue Du Renard-saint-sauveur;rue Greneta;2.35072;48.8652
448;Du Roi De Sicile;Rue Du Roi-de-sicile;rue du Roi-de-Sicile;2.3575;48.8564
449;Du Roule;Rue Du Roule;rue du Roule;2.34386;48.8609
450;Du Sentier;Rue Du Sentier;rue du Sentier;2.34567;48.8687
451;Feydeau;Rue Feydeau;rue Feydeau;2.34106;48.87
452;Du Val Sainte Catherine;Rue Du Val-sainte-catherine;rue de Turenne;2.36456;48.8606
453;Du Vert Bois;Rue Du Vert-bois;rue du Vertbois;2.35737;48.8672
454;Du Vieux Colombier;Rue Du Vieux-colombier;rue du Vieux-Colombier;2.33163;48.8514
455;Du Vieux Marché Saint Martin;Rue Du Vieux-marché-saint-martin;rue Bailly;2.3563;48.8651
456;Du Vingt Neuf Juillet;Rue Du Vingt-neuf-juillet;rue du Vingt-Neuf-Juillet;2.33058;48.8651
457;La Feuillade;Rue La Feuillade;rue La Feuillade;2.34025;48.866
458;La Vrillière;Rue La Vrillière;rue La Vrillière;2.34019;48.8655
460;Saint Dominique Saint Germain;Rue Saint-dominique-saint-germain;boulevard Saint-Germain;2.336306;48.852972
461;Aux Ours;Rue Aux-ours;rue Étienne Marcel;2.34617;48.8645
462;Jean Jacques Rousseau;Rue Jean-jacques-rousseau;rue Jean-Jacques-Rousseau;2.34391;48.8642
463;Neuve Des Petits Champs;Rue Neuve-des-petits-champs;rue Danielle-Casanova;2.33194;48.8678
464;Notre Dame De Nazareth;Rue Notre-dame-de-nazareth;rue Notre-Dame-de-Nazareth;2.35819;48.8674
465;Notre Dame Des Champs;Rue Notre-dame-des-champs;rue Notre-Dame-des-Champs;2.3311;48.84358
466;Amelot;Rue Amelot;rue Amelot;2.36795;48.8603
467;Aumaire;Rue Aumaire;rue au Maire;2.35611;48.8647
468;Aux Fers;Rue Aux Fers;rue Berger;2.34605;48.8614
469;Bailleul;Rue Bailleul;rue Bailleul;2.34119;48.8611
470;Baillif;Rue Baillif;rue Bailly;2.3563;48.8651
471;Barbet De Jouy;Rue Barbet-de-jouy;rue Barbet-de-Jouy;2.31747;48.8533
472;Barbette;Rue Barbette;rue Barbette;2.36078;48.8588
473;Barrés;Rue Barrés;rue des Barres;2.35528;48.8553
474;Basfroi;Rue Basfroi;rue Basfroi;2.37918;48.8551
476;Basse Des Ursins;Rue Basse-des-ursins;rue des Ursins;2.35133;48.8541
477;Basse Du Rempart;Rue Basse-du-rempart;;;
478;Basse Du Rempart;Rue Basse-du-rempart;boulevard de la Madeleine;2.326494;48.869669
479;Bayard;Rue Bayard;rue Bayard;2.3079;48.8653
480;Beaubourg;Rue Beaubourg;rue Beaubourg;2.35407;48.8623
481;Beaujon;Rue Beaujon;rue Beaujon;2.29983;48.8751
482;Beauregard;Rue Beauregard;rue Beauregard;2.34917;48.8693
483;Beaurepaire;Rue Beaurepaire;rue Greneta;2.35072;48.8652
484;Bertin Poirée;Rue Bertin-poirée;rue Bertin-Poirée;2.34488;48.8589
485;Bichat;Rue Bichat;rue Bichat;2.36638;48.8729
486;Bonaparte;Rue Bonaparte;rue Bonaparte;2.33305556;48.85305556
487;De Bellefond;Rue De Bellefond;rue de Bellefond;2.34652;48.878
488;Boucher;Rue Boucher;rue Boucher;2.3442;48.8595
489;Boursault;Rue Boursault;rue La Bruyère;2.33327;48.8796
490;Neuve Bréda;Rue Neuve-bréda;rue Clauzel;2.33829;48.8792
491;Cadet;Rue Cadet;rue Cadet;2.34347;48.8755
492;Cafarelli;Rue Cafarelli;rue Caffarelli;2.36197;48.8637
493;Carnot;Rue Carnot;rue Joseph-Bara;2.3336;48.8421
494;Cassette;Rue Cassette;rue Cassette;2.33085;48.8498
495;Colbert;Rue Colbert;rue Colbert;2.33836;48.8682
496;Castex;Rue Castex;rue Castex;2.36629;48.8529
497;Censier;Rue Censier;rue Censier;2.3519;48.8401
498;Chabannais;Rue Chabannais;rue Chabanais;2.33696;48.8675
499;Chanoinesse;Rue Chanoinesse;rue Chanoinesse;2.35091;48.8537
500;Chapon;Rue Chapon;rue Chapon;2.35528;48.8636
501;Chaptal;Rue Chaptal;rue Chaptal;2.33303;48.8809
502;Charlot;Rue Charlot;rue Charlot;2.36292;48.8632
503;Chastillon;Rue Chastillon;rue Vicq-d'Azir;2.37067;48.8761
504;Chauchat;Rue Chauchat;rue Chauchat;2.33977;48.8743
505;Clément;Rue Clément;rue Clément;2.33612;48.8525
506;Cloche Perce;Rue Cloche-perce;rue Cloche-Perce;2.35654;48.8561
507;Copeau;Rue Copeau;rue Lacépède;2.35187;48.8439
508;Coquillière;Rue Coquillière;rue Coquillière;2.34124;48.8644
509;Corbeau;Rue Corbeau;rue Jacques-Louvel-Tessier;2.37126;48.8716
510;Crébillon;Rue Crébillon;rue Crébillon;2.33826;48.8502
511;Croix Des Petits Champs;Rue Croix-des-petits-champs;rue Croix-des-Petits-Champs;2.3393;48.8625
512;Cuvier;Rue Cuvier;rue Cuvier;2.35798;48.8453
513;Dauphine;Rue Dauphine;rue Dauphine;2.3394444444444;48.855
514;Daval;Rue Daval;rue Daval;2.37083;48.8547
515;Verdeau;Place Verdeau;passage Verdeau;2.342318;48.873532
516;Desèze;Rue Desèze;rue desèze;2.32648;48.8705
517;Drouot;Rue Drouot;rue Drouot;2.34069;48.8739
518;Neuve Coquenard;Rue Neuve-coquenard;Rue Rodier;2.34293;48.8787
519;Duguay Trouin;Rue Duguay-trouin;rue Duguay-Trouin;2.33023;48.8463
520;Dupetit Thouars;Rue Dupetit-thouars;rue Dupetit-Thouars;2.36217;48.8652
521;Saulnier;Passage Saulnier;rue Saulnier;2.34444;48.8754
522;Papillon;Rue Papillon;rue Papillon;2.34723;48.8762
523;Dupuytren;Rue Dupuytren;rue Dupuytren;2.3395;48.8517
524;Faubourg Saint Antoine;Rue Faubourg Saint-antoine;passage du Chantier;2.3733;48.8513
526;Favart;Rue Favart;rue Favart;2.33809;48.871
527;Férou;Rue Férou;rue férou;2.33399;48.8498
528;Française;Rue Française;rue Francaise;2.34764;48.8643
529;Garancière;Rue Garancière;rue Garancière;2.33574;48.8513
530;Geoffroy L' Angevin;Rue Geoffroy-l' Angevin;rue Geoffroy-l'Angevin;2.35428;48.8606
531;Geoffroy L' Asnier;Rue Geoffroy-l' Asnier;rue Geoffroy-l'Asnier;2.35639;48.8547
534;Geoffroy Saint Hilaire;Rue Geoffroy-saint-hilaire;rue Geoffroy-Saint-Hilaire;2.35593;48.8411
535;Godot De Mauroy;Rue Godot-de-mauroy;rue Godot-de-Mauroy;2.32718;48.8717
536;Greffuhle;Rue Greffuhle;rue Greffulhe;2.32528;48.873
538;Grenetat;Rue Grenetat;rue Greneta;2.35072;48.8652
539;Grétry;Rue Grétry;rue Grétry;2.33736;48.8703
540;Guénégaud;Rue Guénégaud;rue Guéguenaud;2.33882;48.8558
541;Guérin Boisseau;Rue Guérin-boisseau;rue Guérin-Boisseau;2.35175;48.8666
542;Hautefeuille;Rue Hautefeuille;rue Hautefeuille;2.34233;48.8519
543;Henry;Rue Henry;;;
544;Jacob;Rue Jacob;rue Jacob;2.33405;48.8555
545;Jacques De Brosse;Rue Jacques-de-brosse;;;
546;Joquelet;Rue Joquelet;rue Léon-Cladel;2.3429;48.8685
547;Joubert;Rue Joubert;rue Joubert;2.3315055555556;48.874594444444
548;La Fayette;Rue La Fayette;rue La Fayette;2.35277778;48.87805556
549;Laferrière;Rue Laferrière;rue Laferrière;2.33826;48.8788
550;Las Cases;Rue Las-cases;rue Las Cases;2.32111;48.8582
551;Lavoisier;Rue Lavoisier;rue Lavoisier;2.32117;48.8738
552;Lenoir;Rue Lenoir;rue d'Aligre;2.37753;48.8483
553;Lepelletier;Rue Lepelletier;rue Le Peletier;2.33901;48.8739
554;Louis Le Grand;Rue Louis-le-grand;rue Louis-le-Grand;2.33258;48.8688
555;Madame;Rue Madame;rue Madame;2.3317;48.8479
556;Malar;Rue Malar;rue Malar;2.30567;48.8608
557;Mandar;Rue Mandar;rue Mandar;2.34596;48.8657
558;Marie Stuart;Rue Marie-stuart;rue Marie-Stuart;2.34766;48.865
559;Martel;Rue Martel;rue Martel;2.35305;48.8741
560;Mauconseil;Rue Mauconseil;rue Mauconseil;2.3471;48.8641
561;Mazarine;Rue Mazarine;rue Mazarine;2.33785;48.855
562;Méhul;Rue Méhul;rue méhul;2.33469;48.8675
563;Mercier;Rue Mercier;;;
564;Meslay;Rue Meslay;rue Meslay;2.35908;48.8679
565;De L' Evêque;Rue De L' Evêque;avenue de l'Opéra;2.3338194444444;48.86715
566;Michel Le Comte;Rue Michel-le-comte;rue Michel-le-Comte;2.35556;48.8624
567;Mignon;Rue Mignon;rue Mignon;2.34166;48.8521
568;Mondétour;Rue Mondétour;rue Mondétour;2.34792;48.8627
569;Monsieur Le Prince;Rue Monsieur-le-prince;rue Monsieur-le-Prince;2.3396944444444;48.850394444444
570;Montgolfier;Rue Montgolfier;rue Montgolfier;2.35728;48.8663
571;Montmartre;Rue Montmartre;rue Montmartre;2.3439;48.8676
572;Montorgueil;Rue Montorgueil;rue Montorgueil;2.3468611111111;48.864944444444
573;Moreau;Rue Moreau;rue Moreau;2.37259;48.8497
574;Mouffetard;Rue Mouffetard;rue Mouffetard;2.349722;48.841944
575;Neuve De Berry;Rue Neuve-de-berry;rue de Berri;2.3051;48.8729
576;Neuve De L' Université;Rue Neuve-de-l' Université;rue du Pré-aux-Clercs;2.3301;48.8562
577;Neuve De La Fidélité;Rue Neuve-de-la-fidélité;boulevard de Strasbourg;2.356642;48.873586
578;Neuve De Lappe;Rue Neuve-de-lappe;rue des Taillandiers;2.37497;48.8548
579;Neuve De Ménilmontant;Rue Neuve-de-ménilmontant;rue Commines;2.36594;48.8621
580;Neuve Des Bons Enfants;Rue Neuve-des-bons-enfants;Rue Radziwill;2.339454;48.865735
581;Des Petites Ecuries;Passage Des Petites-ecuries;passage des Petites-écuries;2.35228;48.8731
582;Neuve Du Bourg L' Abbé;Rue Neuve-du-bourg-l' Abbé;rue du bourg l'Abbé;2.35202;48.864
584;Neuve Guillemin;Rue Neuve-guillemin;rue de Rennes;2.32921;48.8495
585;Neuve Saint Augustin;Rue Neuve-saint-augustin;rue Daunou;2.33167;48.8694
586;Neuve Saint Denis;Rue Neuve-saint-denis;rue Blondel;2.35304;48.8688
587;Neuve Saint Etienne Bonne Nouvelle;Rue Neuve-saint-etienne-bonne-nouvelle;rue de la Ville-Neuve;2.34863;48.8698
588;Neuve Saint Etienne Du Mont;Rue Neuve-saint-etienne-du-mont;rue Rollin;2.35107;48.8446
589;Neuve Saint Etienne Saint Marcel;Rue Neuve-saint-etienne-saint-marcel;rue Rollin;2.35107;48.8446
590;Neuve Saint Eustache;Rue Neuve-saint-eustache;rue d'Aboukir;2.34718;48.8678
591;Neuve Saint François;Rue Neuve-saint-françois;rue Debelleyme;2.36325;48.8616
592;Neuve Saint Merri;Rue Neuve-saint-merri;rue Saint-Merri;2.35221;48.8597
593;Neuve Saint Sauveur;Rue Neuve-saint-sauveur;rue du Nil;2.34792;48.8678
594;Nicolas Flamel;Rue Nicolas-flamel;rue Nicolas-Flamel;2.34944;48.8588
595;Notre Dame De Grâce;Rue Notre-dame-de-grâce;rue Tronson-du-Coudray;2.32297;48.8731
596;Soly;Rue Soly;rue Étienne Marcel;2.34617;48.8645
597;Saint Fiacre;Rue Saint-fiacre;Rue Saint-Fiacre;2.34548;48.8701
598;Ollivier;Rue Ollivier;rue de Châteaudun;2.3372222222222;48.876111111111
600; Oudinot;Rue Oudinot;rue Oudinot;2.3175;48.8501
602;Pagevin;Rue Pagevin;;;
603;Pascal;Rue Pascal;rue Pascal;2.3485;48.8361
604;Pastourelle;Rue Pastourelle;rue Pastourelle;2.3591666666667;48.862777777778
605;Pavée Au Marais;Rue Pavée-au-marais;rue Pavée;2.36103;48.8565
606;Pavée Saint André Des Arts;Rue Pavée-saint-andré-des-arts;rue Séguier;2.34201;48.854
607;Percée Du Temple;Rue Percée-du-temple;;;
608;Percée Saint André;Rue Percée-saint-andré;impasse Hautefeuille;2.343115;48.852456
609;Pétrelle;Rue Pétrelle;rue Pétrelle;2.34792;48.8807
610;Phélippeaux;Rue Phélippeaux;rue Réaumur;2.34805;48.8672
612;Pierre Levée;Rue Pierre Levée;rue de la Pierre-Levée;2.3705;48.8673
614;Poissonnière;Rue Poissonnière;rue Poissonnière;2.34774;48.8689
615;Popincourt;Rue Popincourt;rue Popincourt;2.37694;48.8578
616;Portefoin;Rue Portefoin;rue Portefoin;2.35982;48.8637
617;Poupée;Rue Poupée;boulevard Saint-Michel;2.340428;48.846686
618;Puits Au Marais;Rue Puits-au-marais;rue Aubriot;2.35696;48.8584
619;Quincampoix;Rue Quincampoix;rue Quincampoix;2.35042;48.8609
620;Racine;Rue Racine;rue Racine;2.3404;48.85
621;Rambuteau;Rue Rambuteau;rue Rambuteau;2.351447;48.861682
622;Rameau;Rue Rameau;rue Rameau;2.33727;48.8678
623;Réaumur;Rue Réaumur;rue Réaumur;2.34805;48.8672
624;Renard Saint Merri;Rue Renard-saint-merri;rue du Renard;2.35275;48.8599
625;Roquépine;Rue Roquépine;rue Roquépine;2.31982;48.8734
626;Rougemont;Rue Rougemont;rue Rougemont;2.34583;48.8717
627;Rousselet;Rue Rousselet;rue Rousselet;2.31835;48.8489
628;Royer Collard;Rue Royer-collard;rue Royer-Collard;2.34193;48.8457
630;Saint André Des Arts;Rue Saint-andré-des-arts;rue Saint-André-des-Arts;2.34085;48.8534
631;Saint Antoine;Rue Saint-antoine;rue Saint-Antoine;2.36501;48.8539
632;Saint Benoît;Rue Saint-benoît;rue Saint-Benoît;2.333;48.8548
633;Saint Benoît Saint Germain;Rue Saint-benoît-saint-germain;boulevard Saint-Germain;2.336306;48.852972
634;Saint Claude Au Marais;Rue Saint-claude-au-marais;rue Saint-Claude;2.36606;48.8601
635;Saint Denis;Rue Saint-denis;rue Saint-Denis;2.35;48.86416667
636;Saint Dominique;Rue Saint-dominique;rue Saint-Dominique;2.3105555555556;48.86
637;Saint Etienne;Rue Saint-etienne;rue Dulong;2.31644;48.8851
638;Colbert;Galerie Colbert;rue Vivienne;2.33974;48.8684
639;Saint Germain L'auxerrois;Rue Saint-germain-l' Auxerrois;rue Saint-Germain-l'Auxerrois;2.34462;48.8583
641;Saint Gervais;Rue Saint-gervais;rue de Thorigny;2.36293;48.8598
642;Saint Gilles;Rue Saint-gilles;rue Saint-Gilles;2.36606;48.8579
643;Saint Guillaume;Rue Saint-guillaume;rue Saint-Guillaume;2.3285545;48.8543408
644;Saint Hilaire;Rue Saint-hilaire;rue de Lanneau;2.3466;48.8483
645; Saint Hippolyte;Rue Saint-hippolyte;boulevard Arago;2.3432134;48.8348249
646;Rotonde Colbert;Rotonde Colbert;rue Vivienne;2.33974;48.8684
647;Saint Honoré;Rue Saint-honoré;Rue Saint-Honoré;2.3322222222222;48.864722222222
648;De Mazagran;Impasse De Mazagran;rue de Mazagran;2.35161;48.8706
649;Saint Jacques;Rue Saint-jacques;Rue Saint-Jacques, Paris;2.3433333333333;48.846666666667
650;Saint Jean Baptiste;Rue Saint-jean-baptiste;rue Roy;2.31846;48.8751
651;Saint Jean De Beauvais;Rue Saint-jean-de-beauvais;rue Jean-de-Beauvais;2.34678;48.8493
652;Saint Joseph;Rue Saint-joseph;rue Saint-Joseph;2.34444;48.8685
653;Saint Julien Le Pauvre;Rue Saint-julien-le-pauvre;rue Saint-Julien-le-Pauvre;2.34709;48.8523
654;Du Saumon;Passage Du Saumon;rue Bachaumont;2.34605;48.866
655;Saint Germain L'auxerrois;Place Saint-germain-l'auxerrois;place du Louvre;2.3405;48.86
656;De La Mégisserie;Quai De La Mégisserie;quai de la Mégisserie;2.34454;48.8579
657;Saint Louis;Rue Saint-louis;rue Nollet;2.32119;48.887
658;Saint Louis Au Marais;Rue Saint-louis-au-marais;rue de Turenne;2.36456;48.8606
659;Saint Louis En Ile;Rue Saint-louis-en-ile;Rue Saint-Louis-en-l'île;2.35694;48.8517
660;Saint Magloire;Rue Saint-magloire;boulevard de Sébastopol;2.35138889;48.86444444
661;D' Orléans Saint Honoré;Rue D' Orléans-saint-honoré;rue du Louvre;2.34245;48.8641
662;Saint Martin;Rue Saint-martin;rue Saint-Martin;2.3522222222222;48.862638888889
663;Saint Maur;Rue Saint-maur;rue Saint-Maur;2.3766;48.8665
664;Saint Maur Du Temple;Rue Saint-maur-du-temple;;;
665;Saint Maur Popincourt;Rue Saint-maur-popincourt;rue Saint-Maur;2.3766;48.8665
666;Saint Maur Saint Germain;Rue Saint-maur-saint-germain;rue de l'Abbé Grégoire;2.32482;48.8483
667;Saint Nicolas;Rue Saint-nicolas;rue Saint-Nicolas;2.37485;48.8516
668;Saint Nicolas Saint Antoine;Rue Saint-nicolas-saint-antoine;rue Saint-Nicolas;2.37485;48.8516
